コード,銘柄名,市場,現在値,前日比(%)
483A,テラテクノロジー,東S,"2,100","+22.0 (+1.06%) "
4840,トライアイズ,東S,"670","+8.0 (+1.21%) "
4845,スカラ,東S,"334","-2.0 (-0.60%) "
4847,インテリジェント　ウェイブ,東P,"939","+13.0 (+1.40%) "
4848,フルキャストＨＬＤＧ,東P,"1,533","+5.0 (+0.33%) "
4849,エン,東P,"1,163","-4.0 (-0.34%) "
484A,ニューズドテック,東PRO,"--","-- (--%) "
485A,パワーエックス,東G,"2,291","-500.0 (-17.91%) "
486A,ＮＦ　ユーロ５０　ヘッジなし,東ETF,"2,215","+4.0 (+0.18%) "
4875,メディシノバ,東S,"215","+8.0 (+3.86%) "
487A,ＮＦ　ドイツＤＡＸ　ヘッジなし,東ETF,"2,039","+17.0 (+0.84%) "
4880,セルソース,東S,"303","+5.0 (+1.68%) "
4881,ファンペップ,東G,"62","+1.0 (+1.64%) "
4882,ペルセウスプロテオミクス,東G,"145","0.0 (0.00%) "
4883,モダリス,東G,"35","0.0 (0.00%) "
4884,クリングルファーマ,東G,"302","+1.0 (+0.33%) "
4885,室町ケミカル,東S,"932","+1.0 (+0.11%) "
4886,あすか製薬ＨＬＤＧ,東P,"2,307","-55.0 (-2.33%) "
4887,サワイグループＨＬＤＧ,東P,"1,676.5","+26.0 (+1.58%) "
4888,ステラファーマ,東G,"350","+18.0 (+5.42%) "
4889,レナサイエンス,東G,"1,623","+38.0 (+2.40%) "
488A,ｉＳ　円高フォーカス　ＥＴＦ,東ETF,"766.7","-0.5 (-0.07%) "
4890,坪田ラボ,東G,"229","+7.0 (+3.15%) "
4891,ティムス,東G,"118","-1.0 (-0.84%) "
4892,サイフューズ,東G,"541","+17.0 (+3.24%) "
4893,ノイルイミューン・バイオ,東G,"124","+8.0 (+6.90%) "
4894,クオリプス,東G,"3,960","+180.0 (+4.76%) "
4896,ケイファーマ,東G,"664","+9.0 (+1.37%) "
489A,ＪＲＥＩＴ物流フォーカスＥＴＦ,東ETF,"861","-9.0 (-1.03%) "
4901,富士フイルムＨＬＤＧ,東P,"3,377","-2.0 (-0.06%) "
4902,コニカミノルタ,東P,"592.2","+4.4 (+0.75%) "
490A,センス・トラスト,東PRO,"--","-- (--%) "
4911,資生堂,東P,"2,599","+47.0 (+1.84%) "
4912,ライオン,東P,"1,700.5","+27.0 (+1.61%) "
4914,高砂香料工業,東P,"1,123","+5.0 (+0.45%) "
4918,アイビー化粧品,東S,"309","+54.0 (+21.18%) "
4919,ミルボン,東P,"2,650","+27.0 (+1.03%) "
491A,ｉＳＳＰ５００　除く金融ヘジ,東ETF,"546.2","-3.2 (-0.58%) "
4920,日本色材工業研究所,東S,"1,146","+48.0 (+4.37%) "
4922,コーセーＨＬＤＧ,東P,"5,150","-54.0 (-1.04%) "
4923,コタ,東P,"1,129","+11.0 (+0.98%) "
4925,ハーバー研究所,東S,"1,706","-2.0 (-0.12%) "
4926,シーボン,東S,"1,219","+7.0 (+0.58%) "
4927,ポーラ・オルビスＨＬＤＧ,東P,"1,253","-5.0 (-0.40%) "
4928,ノエビアＨＬＤＧ,東P,"4,205","-50.0 (-1.18%) "
4929,アジュバンＨＬＤＧ,東S,"726","-2.0 (-0.27%) "
492A,Ｏｎｅ日本高クーポン１０年未,東ETF,"--","-- (--%) "
4931,新日本製薬,東P,"1,932","+14.0 (+0.73%) "
4932,アルマード,東S,"628","+9.0 (+1.45%) "
4933,Ｉ−ｎｅ,東P,"1,336","-2.0 (-0.15%) "
4934,プレミアアンチエイジング,東G,"590","-3.0 (-0.51%) "
4935,リベルタ,東S,"224","+11.0 (+5.16%) "
4936,アクシージア,東S,"337","+11.0 (+3.37%) "
4937,Ｗａｑｏｏ,東G,"1,500","-46.0 (-2.98%) "
493A,Ｏｎｅ　日本国債　１−３年,東ETF,"--","-- (--%) "
494A,Ｏｎｅ　日本国債　３−７年,東ETF,"--","-- (--%) "
4951,エステー,東P,"1,474","+5.0 (+0.34%) "
4956,コニシ,東P,"1,450","0.0 (0.00%) "
4958,長谷川香料,東P,"3,160","-20.0 (-0.63%) "
495A,Ｏｎｅ　日本国債　７−１０年,東ETF,"--","-- (--%) "
4960,ケミプロ化成,東S,"563","+48.0 (+9.32%) "
4966,上村工業,東S,"26,340","-70.0 (-0.27%) "
4967,小林製薬,東P,"5,375","-20.0 (-0.37%) "
4968,荒川化学工業,東P,"1,900","+60.0 (+3.26%) "
496A,Ｏｎｅ　日本国債　１７−２０年,東ETF,"963","-0.6 (-0.06%) "
4970,東洋合成工業,東S,"16,600","+260.0 (+1.59%) "
4971,メック,東P,"11,200","+480.0 (+4.48%) "
4972,綜研化学,東S,"3,390","-20.0 (-0.59%) "
4973,日本高純度化学,東P,"5,750","+360.0 (+6.68%) "
4975,ＪＣＵ,東P,"7,180","0.0 (0.00%) "
4976,東洋ドライルーブ,東S,"1,325","-1.0 (-0.08%) "
4977,新田ゼラチン,東S,"1,293","0.0 (0.00%) "
4978,リプロセル,東G,"130","+4.0 (+3.17%) "
4979,ＯＡＴアグリオ,東S,"2,649","+24.0 (+0.91%) "
497A,インバウンド消費関連　日本株,東ETF,"9,672","+85.0 (+0.89%) "
4980,デクセリアルズ,東P,"4,608","+40.0 (+0.88%) "
4985,アース製薬,東P,"4,600","-15.0 (-0.33%) "
498A,防衛・航空宇宙　欧州株,東ETF,"8,870","+65.0 (+0.74%) "
4990,昭和化学工業,東S,"481","-3.0 (-0.62%) "
4992,北興化学工業,東S,"2,060","+26.0 (+1.28%) "
4994,大成ラミックグループ,東S,"2,323","+45.0 (+1.98%) "
4996,クミアイ化学工業,東P,"725","-5.0 (-0.68%) "
4997,日本農薬,東P,"996","-21.0 (-2.06%) "
4998,フマキラー,東S,"1,170","+10.0 (+0.86%) "
499A,ラグジュアリー厳選１０欧州株,東ETF,"9,368","+49.0 (+0.53%) "
500A,ＴＯブックス,東S,"2,864","+34.0 (+1.20%) "
5010,日本精蝋,東S,"225","+1.0 (+0.45%) "
5011,ニチレキグループ,東P,"2,080","+8.0 (+0.39%) "
5013,ユシロ,東S,"3,220","-35.0 (-1.08%) "
5015,ビーピー・カストロール,東S,"1,007","+2.0 (+0.20%) "
5016,ＪＸ金属,東P,"4,366","-100.0 (-2.24%) "
5018,ＭＯＲＥＳＣＯ,東S,"1,887","+22.0 (+1.18%) "
5019,出光興産,東P,"1,284.5","-3.0 (-0.23%) "
501A,プレシャスパートナーズ,東PRO,"--","-- (--%) "
5020,ＥＮＥＯＳ　ＨＬＤＧ,東P,"1,246.5","+5.5 (+0.44%) "
5021,コスモエネルギーＨＬＤＧ,東P,"3,669","-7.0 (-0.19%) "
5022,レボインターナショナル,東PRO,"--","-- (--%) "
5025,マーキュリー,東G,"550","0.0 (0.00%) "
5026,トリプルアイズ,東G,"549","+21.0 (+3.98%) "
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,東G,"445","+12.0 (+2.77%) "
5028,セカンドサイトアナリティカ,東G,"353","+7.0 (+2.02%) "
5029,サークレイス,東G,"689","+7.0 (+1.03%) "
502A,ＧＸ　超短期円建て債券　ＥＴＦ,東ETF,"902.2","0.0 (0.00%) "
5031,モイ,東G,"361","+4.0 (+1.12%) "
5032,ＡＮＹＣＯＬＯＲ,東P,"2,264","-43.0 (-1.86%) "
5033,ヌーラボ,東G,"773","+30.0 (+4.04%) "
5034,ｕｎｅｒｒｙ,東G,"2,097","+77.0 (+3.81%) "
5035,ＨＯＵＳＥＩ,東G,"360","+4.0 (+1.12%) "
5036,日本ビジネスシステムズ,東P,"1,445","-21.0 (-1.43%) "
5037,フィットワークス,東PRO,"--","-- (--%) "
5038,ｅＷｅＬＬ,東G,"1,820","+81.0 (+4.66%) "
503A,ベルチャイルド,東PRO,"--","-- (--%) "
504A,イノバセル,東G,"471","-21.0 (-4.27%) "
505A,ギークリー,東S,"1,111","+16.0 (+1.46%) "
506A,シンカナース,東PRO,"--","-- (--%) "
5071,ヴィス,東S,"1,352","-47.0 (-3.36%) "
5072,アートフォースジャパン,東PRO,"--","-- (--%) "
5074,テスＨＬＤＧ,東P,"950","+38.0 (+4.17%) "
5075,アップコン,名N,"1,300","0.0 (0.00%) "
5076,インフロニア・ＨＬＤＧ,東P,"2,709.5","+51.0 (+1.92%) "
5077,ハンズ,東PRO,"--","-- (--%) "
5078,セレ,東S,"4,810","0.0 (0.00%) "
5079,ノバック,東S,"2,475","+42.0 (+1.73%) "
507A,デジタル・ナレッジ,東PRO,"--","-- (--%) "
509A,グリーンライト・再エネインフラ,東IF,"76,300","-100.0 (-0.13%) "
5101,横浜ゴム,東P,"7,755","-75.0 (-0.96%) "
5103,昭和ＨＬＤＧ,東S,"38","0.0 (0.00%) "
5105,ＴＯＹＯ　ＴＩＲＥ,東P,"3,823","-23.0 (-0.60%) "
5108,ブリヂストン,東P,"3,504","+26.0 (+0.75%) "
510A,ハートアップ,東PRO,"--","-- (--%) "
5110,住友ゴム工業,東P,"2,284","+15.5 (+0.68%) "
511A,ヴァンガードスミス,東PRO,"--","-- (--%) "
5121,藤倉コンポジット,東P,"2,680","+122.0 (+4.77%) "
5122,オカモト,東P,"5,730","+20.0 (+0.35%) "
5125,ファインズ,東G,"453","+1.0 (+0.22%) "
5126,ポーターズ,東G,"1,417","-30.0 (-2.07%) "
5129,ＦＩＸＥＲ,東G,"245","+7.0 (+2.94%) "
512A,ＧＸ　ステコ＆トークン　ＥＴＦ,東ETF,"1,107","+10.0 (+0.91%) "
5130,ヒロＨＬＤＧ,東PRO,"--","-- (--%) "
5131,リンカーズ,東G,"132","+5.0 (+3.94%) "
5132,ｐｌｕｓｚｅｒｏ,東G,"1,917","+116.0 (+6.44%) "
5133,テリロジーＨＬＤＧ,東S,"284","+7.0 (+2.53%) "
5134,ＰＯＰＥＲ,東G,"475","-3.0 (-0.63%) "
5135,ＡＩＲ−Ｕ,東PRO,"--","-- (--%) "
5136,ｔｒｉｐｌａ,東G,"1,586","+168.0 (+11.85%) "
5137,スマートドライブ,東G,"210","+20.0 (+10.53%) "
5138,Ｒｅｂａｓｅ,東G,"394","-1.0 (-0.25%) "
5139,オープンワーク,東G,"1,007","+38.0 (+3.92%) "
513A,ＧＸ防衛テック　日株　ＥＴＦ,東ETF,"885","+31.0 (+3.63%) "
5142,アキレス,東P,"1,216","+39.0 (+3.31%) "
514A,孫の手,東PRO,"--","-- (--%) "
515A,ｉＳ　高格付け日本円社債,東ETF,"504.5","+1.0 (+0.20%) "
5161,西川ゴム工業,東S,"3,105","+10.0 (+0.32%) "
5162,朝日ラバー,東S,"784","+30.0 (+3.98%) "
516A,ｉＦ　米ドル・ブル　１倍,東ETF,"2,040","0.0 (0.00%) "
517A,ｉＦ　米ドル・ベア　１倍,東ETF,"1,925","0.0 (0.00%) "
5184,ニチリン,東S,"4,130","+5.0 (+0.12%) "
5185,フコク,東P,"1,780","+2.0 (+0.11%) "
5186,ニッタ,東P,"6,220","+70.0 (+1.14%) "
5187,クリエートメディック,東S,"1,096","+16.0 (+1.48%) "
5189,櫻護謨,東S,"2,960","-9.0 (-0.30%) "
518A,ＮＦ　ＦＴＳＥ日株高配ＣＦ５０,東ETF,"1,916","+6.0 (+0.31%) "
5192,三ツ星ベルト,東P,"3,980","-5.0 (-0.13%) "
5194,相模ゴム工業,東S,"624","+6.0 (+0.97%) "
5195,バンドー化学,東P,"2,229","+10.0 (+0.45%) "
5199,不二ラテックス,東S,"1,873","-77.0 (-3.95%) "
519A,ベーシック,東G,"505","+4.0 (+0.80%) "
5201,ＡＧＣ,東P,"7,421","+151.0 (+2.08%) "
5202,日本板硝子,東P,"474","+1.0 (+0.21%) "
5204,石塚硝子,東S,"2,854","+76.0 (+2.74%) "
5208,有沢製作所,東P,"2,454","+30.0 (+1.24%) "
520A,ジェイファーマ,東G,"374","-4.0 (-1.06%) "
5210,日本山村硝子,東S,"2,705","+70.0 (+2.66%) "
5214,日本電気硝子,東P,"6,590","+235.0 (+3.70%) "
5216,倉元製作所,東S,"136","-3.0 (-2.16%) "
5218,オハラ,東S,"1,645","+97.0 (+6.27%) "
521A,ｉＦ　ＥＴＦ　ＦＡＮＧゴールド,東ETF,"1,955","+10.0 (+0.51%) "
522A,ＣＯＥＬ,東PRO,"--","-- (--%) "
5232,住友大阪セメント,東P,"6,144","+415.0 (+7.24%) "
5233,太平洋セメント,東P,"4,425","+55.0 (+1.26%) "
5237,ノザワ,東S,"1,123","+4.0 (+0.36%) "
523A,セイワＨＬＤＧ,東G,"1,640","-245.0 (-13.00%) "
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏ,東G,"125","+1.0 (+0.81%) "
5241,日本オーエー研究所,名M,"708","-12.0 (-1.67%) "
5242,アイズ,東G,"823","-14.0 (-1.67%) "
5243,ｎｏｔｅ,東G,"1,821","+93.0 (+5.38%) "
5244,ｊｉｇ．ｊｐ,東G,"162","+1.0 (+0.62%) "
5246,ＥＬＥＭＥＮＴＳ,東G,"602","+36.0 (+6.36%) "
5247,ＢＴＭ,東G,"535","-3.0 (-0.56%) "
5248,テクノロジーズ,東G,"469","-3.0 (-0.64%) "
5249,あさかわシステムズ,東PRO,"--","-- (--%) "
524A,田村ビルズグループ,東PRO,"--","-- (--%) "
5250,ＧＭＯプライム・ストラテジー,東S,"1,164","+53.0 (+4.77%) "
5251,ウイズ・ワン,東PRO,"--","-- (--%) "
5252,日本ナレッジ,東G,"700","-18.0 (-2.51%) "
5253,カバー,東G,"1,449","+34.0 (+2.40%) "
5254,Ａｒｅｎｔ,東G,"3,485","+45.0 (+1.31%) "
5255,モンスターラボ,東G,"83","+4.0 (+5.06%) "
5256,Ｆｕｓｉｃ,東G,"2,464","+144.0 (+6.21%) "
5257,ノバシステム,東S,"2,542","+23.0 (+0.91%) "
5258,トランザクション・メディア・,東G,"338","+2.0 (+0.60%) "
525A,ｍａｎｅｂｉ,東PRO,"--","-- (--%) "
5261,リソルＨＬＤＧ,東P,"7,200","+20.0 (+0.28%) "
5262,日本ヒューム,東P,"1,058","+45.0 (+4.44%) "
5268,旭コンクリート工業,東S,"893","-16.0 (-1.76%) "
5269,日本コンクリート工業,東P,"333","+5.0 (+1.52%) "
526A,ＪＰＸスターアップ急成長１００,東ETF,"1,861","-3.0 (-0.16%) "
5271,トーヨーアサノ,東S,"2,140","-10.0 (-0.47%) "
5273,三谷セキサン,東S,"1,418","+3.0 (+0.21%) "
5279,日本興業,東S,"1,217","+21.0 (+1.76%) "
527A,ＮＯＳＥ　ＳＨＯＰ,東PRO,"--","-- (--%) "
5280,ヨシコン,東S,"2,127","-1.0 (-0.05%) "
5282,ジオスター,東S,"385","+11.0 (+2.94%) "
5283,高見澤,東S,"2,965","+23.0 (+0.78%) "
5284,ヤマウＨＬＤＧ,東S,"2,200","+23.0 (+1.06%) "
5285,ヤマックス,東S,"1,260","+21.0 (+1.69%) "
5287,イトーヨーギョー,東S,"805","+5.0 (+0.63%) "
5288,アジアパイルＨＬＤＧ,東P,"1,569","-4.0 (-0.25%) "
528A,フリースタイル,東PRO,"--","-- (--%) "
5290,ベルテクスコーポレーション,東S,"1,394","+17.0 (+1.23%) "
5301,東海カーボン,東P,"1,796.5","-12.5 (-0.69%) "
5302,日本カーボン,東P,"4,700","-30.0 (-0.63%) "
5304,ＳＥＣカーボン,東S,"2,454","+14.0 (+0.57%) "
530A,ＮＺＡＭ　東証ＲＥＩＴ指数,東ETF,"1,802","-3.0 (-0.17%) "
5310,東洋炭素,東P,"8,490","+180.0 (+2.17%) "
531A,ＮＺＡＭ　日経平均高配当５０,東ETF,"2,126","+18.0 (+0.85%) "
532A,ＮＺＡＭ　ＴＯＰＩＸ高４０,東ETF,"2,072","-14.0 (-0.67%) "
5331,ノリタケ,東P,"4,345","+115.0 (+2.72%) "
5332,ＴＯＴＯ,東P,"8,297","+153.0 (+1.88%) "
5333,ＮＧＫ,東P,"6,972","+225.0 (+3.33%) "
5334,日本特殊陶業,東P,"10,775","+460.0 (+4.46%) "
5337,ダントーＨＬＤＧ,東S,"836","-2.0 (-0.24%) "
533A,ＮＺＡＭ　ＳＰ５００ヘッジなし,東ETF,"2,263","-9.0 (-0.40%) "
5341,ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ,東S,"188","0.0 (0.00%) "
5342,ジャニス工業,名M,"474","+57.0 (+13.67%) "
5343,ニッコー,名M,"177","0.0 (0.00%) "
5344,ＭＡＲＵＷＡ,東P,"69,570","+230.0 (+0.33%) "
534A,ＮＺＡＭ　ＮＡＳＤＡＱ１００,東ETF,"2,498","-34.0 (-1.34%) "
5351,品川リフラ,東P,"1,915","+22.0 (+1.16%) "
5355,日本坩堝,東S,"668","+1.0 (+0.15%) "
5356,美濃窯業,東S,"1,417","+31.0 (+2.24%) "
5357,ヨータイ,東P,"1,736","+7.0 (+0.40%) "
535A,ＮＺＡＭ　ＤＡＸ　ヘッジなし,東ETF,"2,100","0.0 (0.00%) "
5363,東京窯業,東S,"703","+7.0 (+1.01%) "
5367,ニッカトー,東S,"1,533","+187.0 (+13.89%) "
5368,日本インシュレーション,東S,"924","+9.0 (+0.98%) "
536A,ＮＺＡＭ　先進国株　ヘッジなし,東ETF,"2,234","-5.0 (-0.22%) "
537A,ＮＺＡＭ　全世界株　ヘッジなし,東ETF,"1,122","-4.0 (-0.36%) "
5380,新東,東S,"1,170","+26.0 (+2.27%) "
5381,マイポックス,東S,"1,109","+81.0 (+7.88%) "
5384,フジミインコーポレーテッド,東P,"4,445","+225.0 (+5.33%) "
5386,鶴弥,名M,"385","+2.0 (+0.52%) "
5388,クニミネ工業,東S,"1,227","+19.0 (+1.57%) "
538A,ＮＺＡＭ　米国国債　７−１０年,東ETF,"4,984","0.0 (0.00%) "
5391,エーアンドエーマテリアル,東S,"1,420","+22.0 (+1.57%) "
5393,ニチアス,東P,"3,771","+14.0 (+0.37%) "
539A,ＮＺＡＭ　海外債券　除く日本,東ETF,"5,076","0.0 (0.00%) "
5401,日本製鉄,東P,"557.5","-8.5 (-1.50%) "
5406,神戸製鋼所,東P,"1,978","-11.5 (-0.58%) "
5408,中山製鋼所,東P,"612","-8.0 (-1.29%) "
540A,上場日経銀行株トップ１０,東ETF,"1,919","+21.0 (+1.11%) "
5410,合同製鐵,東P,"2,617","+23.0 (+0.89%) "
5411,ＪＦＥＨＬＤＧ,東P,"1,637","-10.0 (-0.61%) "
541A,ＯｎｅＴＯＰＩＸ高配当グロース,東ETF,"1,062","+32.0 (+3.11%) "
5423,東京製鐵,東P,"1,771","+29.0 (+1.66%) "
542A,ビタブリッドジャパン,東G,"967","+1.0 (+0.10%) "
543A,ＡＲＣＨＩＯＮ,東P,"298","0.0 (0.00%) "
5440,共英製鋼,東P,"1,755","+2.0 (+0.11%) "
5444,大和工業,東P,"12,255","-5.0 (-0.04%) "
5445,東京鐵鋼,東P,"1,823","0.0 (0.00%) "
5446,北越メタル,東S,"1,214","-19.0 (-1.54%) "
5449,大阪製鐵,東S,"2,238","-168.0 (-6.98%) "
544A,ＧＭＳ　グループ,東P,"371","+11.0 (+3.06%) "
5451,ヨドコウ,東P,"1,255","-1.0 (-0.08%) "
5458,高砂鐵工,東S,"1,300","+51.0 (+4.08%) "
545A,トランヴィア,東P,"845","+31.0 (+3.81%) "
5461,中部鋼鈑,東P,"2,017","-27.0 (-1.32%) "
5463,丸一鋼管,東P,"1,671","+3.0 (+0.18%) "
5464,モリ工業,東S,"936","-11.0 (-1.16%) "
546A,ＭＩＲＡＩＮＩ　ＨＬＤＧ,東P,"1,813","+44.0 (+2.49%) "
5471,大同特殊鋼,東P,"2,385","-60.0 (-2.45%) "
547A,ムニノバＨＬＤＧ,東P,"440","+21.0 (+5.01%) "
5480,日本冶金工業,東P,"4,485","-40.0 (-0.88%) "
5482,愛知製鋼,東P,"3,040","-45.0 (-1.46%) "
5484,東北特殊鋼,東S,"4,480","0.0 (0.00%) "
548A,システムエグゼ,東S,"921","+15.0 (+1.66%) "
5491,日本金属,東S,"841","+19.0 (+2.31%) "
549A,ヒトトヒトＨＬＤＧ,東S,"491","+17.0 (+3.59%) "
550A,ソフトテックス,東S,"1,990","+11.0 (+0.56%) "
551A,ＩＺＵＭＩグループ,東PRO,"--","-- (--%) "
5525,フロンティアＨＬＤＧ,東PRO,"--","-- (--%) "
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏ,東G,"622","+12.0 (+1.97%) "
5528,フロンティアハウス,東PRO,"--","-- (--%) "
552A,ＭＡＸＩＳ米国ＡＩインフラ株,東ETF,"2,660","-3.0 (-0.11%) "
5530,日本システムバンク,名M,"1,110","+2.0 (+0.18%) "
5531,エヌバイテクノロジーズ,東PRO,"--","-- (--%) "
5532,リアルゲイト,東G,"3,265","+140.0 (+4.48%) "
5533,エリッツＨＬＤＧ,東S,"1,892","-19.0 (-0.99%) "
5534,エンゼルグループ,東PRO,"--","-- (--%) "
5535,ミガロＨＬＤＧ,東P,"251","-1.0 (-0.40%) "
5536,京橋アートレジデンス,東PRO,"--","-- (--%) "
5537,ＡｌｂａＬｉｎｋ,東G,"2,260","+68.0 (+3.10%) "
5541,大平洋金属,東P,"2,285","+14.0 (+0.62%) "
5542,新報国マテリアル,東S,"812","+1.0 (+0.12%) "
554A,バトンズ,東G,"1,600","+263.0 (+19.67%) "
555A,北王ＧＲＯＵＰ,東PRO,"--","-- (--%) "
5563,新日本電工,東P,"478","-6.0 (-1.24%) "
556A,犬猫生活,東G,"2,401","-279.0 (-10.41%) "
5570,ジェノバ,東G,"631","+18.0 (+2.94%) "
5571,エキサイトＨＬＤＧ,東S,"995","+6.0 (+0.61%) "
5572,Ｒｉｄｇｅ−ｉ,東G,"2,823","-252.0 (-8.20%) "
5573,働楽ＨＬＤＧ,東PRO,"--","-- (--%) "
5574,ＡＢＥＪＡ,東G,"2,225","+69.0 (+3.20%) "
5575,Ｇｌｏｂｅｅ,東G,"632","+5.0 (+0.80%) "
5576,オービーシステム,東S,"2,810","+2.0 (+0.07%) "
5578,ＡＲアドバンストテクノロジ,東G,"838","+16.0 (+1.95%) "
557A,フェリエスト,東PRO,"--","-- (--%) "
5580,プロディライト,東G,"1,465","+38.0 (+2.66%) "
5581,カイテクノロジー,東PRO,"--","-- (--%) "
5582,グリッド,東G,"1,757","+63.0 (+3.72%) "
5584,Ｓｔｒａｗｂｅｒｒｙ　ｊａｍｓ,東PRO,"--","-- (--%) "
5586,Ｌａｂｏｒｏ．ＡＩ,東G,"791","+16.0 (+2.06%) "
5587,インバウンドプラットフォーム,東G,"747","-13.0 (-1.71%) "
5588,ファーストアカウンティング,東G,"736","+17.0 (+2.36%) "
5589,オートサーバー,東S,"2,753","+13.0 (+0.47%) "
558A,ＳＱＵＥＥＺＥ,東G,"4,200","+50.0 (+1.20%) "
5590,ネットスターズ,東G,"692","-3.0 (-0.43%) "
5591,ＡＶＩＬＥＮ,東G,"731","+40.0 (+5.79%) "
5592,くすりの窓口,東G,"2,608","+38.0 (+1.48%) "
5594,エム・デー・ビー,東PRO,"--","-- (--%) "
5597,ブルーイノベーション,東G,"1,410","+10.0 (+0.71%) "
5598,Ｙｏｔｔａｖｉａｓ,東PRO,"--","-- (--%) "
5599,Ｓ＆Ｊ,東G,"982","+19.0 (+1.97%) "
559A,梅乃宿酒造,東S,"1,163","+1.0 (+0.09%) "
5602,栗本鐵工所,東P,"1,448","+18.0 (+1.26%) "
5603,虹技,東S,"1,219","+29.0 (+2.44%) "
5607,中央可鍛工業,名M,"615","+1.0 (+0.16%) "
5609,日本鋳造,東S,"878","+10.0 (+1.15%) "
560A,オカダ,東PRO,"--","-- (--%) "
5612,日本鋳鉄管,東S,"1,547","+24.0 (+1.58%) "
5616,雨風太陽,東G,"615","-9.0 (-1.44%) "
5617,ウィル・ドゥ,東PRO,"--","-- (--%) "
5618,ナイル,東G,"287","+2.0 (+0.70%) "
5619,マーソ,東G,"819","0.0 (0.00%) "
561A,マークスライフ,東PRO,"--","-- (--%) "
5620,エスピーオー,東PRO,"--","-- (--%) "
5621,ヒューマンテクノロジーズ,東G,"1,290","-38.0 (-2.86%) "
5622,ワンビ,東PRO,"--","-- (--%) "
562A,寶結,東PRO,"--","-- (--%) "
5631,日本製鋼所,東P,"8,295","+548.0 (+7.07%) "
5632,三菱製鋼,東P,"2,141","-30.0 (-1.38%) "
563A,ＧＸ　ＮＡＳＤＡＱ１００Ｄ,東ETF,"1,120","-12.0 (-1.06%) "
5644,メタルアート,東S,"7,620","-10.0 (-0.13%) "
564A,ＧＸ　Ｓ＆Ｐ　先進ＣＦ１００,東ETF,"1,075","+5.0 (+0.47%) "
5658,日亜鋼業,東S,"349","0.0 (0.00%) "
5659,日本精線,東P,"1,497","-24.0 (-1.58%) "
565A,ＦＦＦＨＬＤＧ,東PRO,"--","-- (--%) "
5660,神鋼鋼線工業,東S,"1,835","-12.0 (-0.65%) "
566A,ｉＦ日本株除く金融高配当５０,東ETF,"2,124","+4.0 (+0.19%) "
567A,ディープラス,東PRO,"--","-- (--%) "
568A,ｉシェアーズ　シルバー　ＥＴＦ,東ETF,"185.2","+2.6 (+1.42%) "
5695,パウダーテック,東S,"2,860","+26.0 (+0.92%) "
5697,サンユウ,東S,"685","+2.0 (+0.29%) "
5698,エンビプロＨＬＤＧ,東S,"853","+14.0 (+1.67%) "
5699,イボキン,東S,"1,467","-10.0 (-0.68%) "
569A,ｉシェアーズ　プラチナ　ＥＴＦ,東ETF,"180.7","+2.3 (+1.29%) "
5702,大紀アルミニウム工業所,東P,"1,704","-28.0 (-1.62%) "
5703,日本軽金属ＨＬＤＧ,東P,"2,958","-52.0 (-1.73%) "
5704,ＪＭＣ,東G,"390","-3.0 (-0.76%) "
5706,三井金属,東P,"47,600","-900.0 (-1.86%) "
5707,東邦亜鉛,東P,"902","+21.0 (+2.38%) "
570A,ｉシェアーズ　日本国債０−１年,東ETF,"900.6","+0.5 (+0.06%) "
5711,三菱マテリアル,東P,"4,882","-16.0 (-0.33%) "
5713,住友金属鉱山,東P,"9,155","+292.0 (+3.29%) "
5714,ＤＯＷＡ　ＨＬＤＧ,東P,"9,839","+154.0 (+1.59%) "
5715,古河機械金属,東P,"4,135","+80.0 (+1.97%) "
571A,ｉシェアーズ　日本国債１−３年,東ETF,"501.1","+0.2 (+0.04%) "
5721,エスクリプトエナジー,東S,"61","0.0 (0.00%) "
5724,アサカ理研,東S,"2,630","+123.0 (+4.91%) "
5726,大阪チタニウムテクノロジーズ,東P,"2,859","-42.0 (-1.45%) "
5729,日本精鉱,東S,"1,549","-101.0 (-6.12%) "
572A,ｉシェアーズ　日本国債３−７年,東ETF,"--","-- (--%) "
573A,ｉシェアーズ　日本国債２０年超,東ETF,"519.4","+4.9 (+0.95%) "
5741,ＵＡＣＪ,東P,"2,921","+8.0 (+0.27%) "
5742,エヌアイシ・オートテック,東S,"689","-1.0 (-0.14%) "
574A,ＬＡＳＳＩＣ,東PRO,"--","-- (--%) "
5753,日本伸銅,東S,"2,290","+20.0 (+0.88%) "
5757,ＣＫサンエツ,東P,"5,190","+230.0 (+4.64%) "
575A,前澤ＨＬＤＧ,東P,"1,445","-40.0 (-2.69%) "
576A,グローバルＸ　チャイテクカバコ,東ETF,"998","-2.0 (-0.20%) "
577A,グローバルＸ　シルバー,東ETF,"277","+3.6 (+1.32%) "
578A,グローバルＸ　シルバー為替ヘジ,東ETF,"274.7","+3.3 (+1.22%) "
579A,グローバルＸ　銀ビジネス,東ETF,"995","+56.0 (+5.96%) "
5801,古河電気工業,東P,"47,440","+1,310.0 (+2.84%) "
5802,住友電気工業,東P,"12,300","-20.0 (-0.16%) "
5803,フジクラ,東P,"4,729","-9.0 (-0.19%) "
